ORDERDATE;SALES;CURRENCY;PRODUCT;CUSTOMERNAME;COUNTRY
2019-06-27;6137,32;AUD;Product E;Customer 24;Australia
2019-08-02;1847,95;CAD;Product E;Customer 2;Canada
2019-02-07;119404,26;JPY;Product E;Customer 62;Japan
2019-07-20;3360,58;SGD;Product E;Customer 88;Signapore
2019-08-08;1918,24;CAD;Product F;Customer 49;Canada
2019-05-18;2184;USD;Product F;Customer 27;United States
2019-02-07;221174,47;JPY;Product F;Customer 50;Japan
2019-03-17;12321,21;CNY;Product F;Customer 40;China
2019-01-24;2588,79;EUR;Product F;Customer 24;Germany
2019-01-29;1709,65;CHF;Product F;Customer 38;Switzerland
2019-09-07;1582,05;GBP;Product F;Customer 77;United Kingdom
2019-09-28;2437,89;CAD;Product F;Customer 51;Canada
2019-07-28;15069;CNY;Product F;Customer 54;China
2019-05-12;3778,82;AUD;Product F;Customer 31;Australia
2019-09-28;1965,72;EUR;Product F;Customer 56;Germany
2019-02-09;1656,33;SGD;Product F;Customer 60;Signapore
2019-12-16;1186,58;GBP;Product F;Customer 1;United Kingdom
2019-05-29;1990,03;CAD;Product F;Customer 44;Canada
2019-02-27;1696,82;USD;Product F;Customer 57;United States
2019-03-28;1333,51;GBP;Product F;Customer 58;United Kingdom
2019-12-11;1513,32;GBP;Product F;Customer 37;United Kingdom
2019-06-21;1640,04;GBP;Product F;Customer 78;United Kingdom
2019-07-04;236978,72;JPY;Product F;Customer 15;Japan
2019-04-15;4520,25;AUD;Product F;Customer 49;Australia
2019-07-02;4080,72;USD;Product F;Customer 28;United States
2019-12-25;2244,4;USD;Product F;Customer 24;United States
2019-10-26;3132,69;GBP;Product F;Customer 61;United Kingdom
2019-06-13;5417,57;USD;Product F;Customer 24;United States
2019-12-02;225123,4;JPY;Product F;Customer 52;Japan
2019-09-09;2851,33;CHF;Product F;Customer 59;Switzerland
